ID_Ingreso,Especie,Raza,Edad_Meses,Peso_Kg,Tamano,Estado_Salud,Nivel_Sociabilidad,Esterilizado,Publicaciones,Interacciones_RRSS,Visitas_Recibidas,Costos_Mantenimiento,Dias_Estadia,Nombre,Adoptado,Fecha_Ingreso
PAE-04004,Perro,Mestizo,33,12.6,Mediano,Bueno,Alto,No,4,331,13,56.29,11,Zeus,True,2026-05-24
PAE-04005,Perro,Mestizo,17,24.4,Mediano,Regular,Bajo,No,6,123,0,103.78,107,Rocky,True,2026-03-01
PAE-04006,Perro,Labrador,1,19.7,Pequeño,En Tratamiento,Medio,No,4,210,5,129.34,99,Oscar,True,2026-03-07
PAE-04007,Perro,Mestizo,23,13.0,Pequeño,Bueno,Medio,No,2,24,3,59.71,39,Sparky,True,2026-05-18
PAE-04008,Perro,Labrador,7,13.8,Mediano,Bueno,Medio,No,1,103,5,65.15,30,Fiona,True,2026-05-17
PAE-04009,Perro,Mestizo,24,7.9,Mediano,Bueno,Alto,No,5,198,11,44.62,22,Scout,True,2026-06-09
PAE-04010,Perro,Mestizo,28,9.9,Mediano,En Tratamiento,Alto,Si,3,221,4,94.4,88,Oscar,True,2026-03-09
PAE-04011,Perro,Pastor Alemán,30,12.9,Pequeño,Regular,Bajo,No,1,130,12,65.11,100,Manchas,True,2026-03-01
PAE-04012,Perro,Bulldog,16,12.9,Mediano,En Tratamiento,Medio,No,5,10,10,105.65,85,Simba,True,2026-03-25
PAE-04013,Perro,Mestizo,13,18.1,Pequeño,Bueno,Medio,Si,3,219,10,88.79,32,Shadow,False,2026-05-05
PAE-04014,Perro,Mestizo,10,17.8,Pequeño,Regular,Alto,No,8,272,13,72.63,44,Rocky,True,2026-04-24
PAE-04015,Perro,Labrador,9,15.1,Pequeño,Bueno,Alto,No,2,276,5,60.43,4,Salem,True,2026-06-24
PAE-04016,Perro,Mestizo,17,6.0,Pequeño,Bueno,Medio,Si,3,179,4,36.97,40,Manchas,True,2026-05-21
PAE-04017,Gato,Mestizo,15,6.2,Pequeño,En Tratamiento,Alto,Si,4,186,12,86.37,78,Smokey,True,2026-04-07
PAE-04018,Gato,Mestizo,8,6.7,Grande,Excelente,Alto,No,0,224,1,36.66,59,Canela,True,2026-05-03
PAE-04019,Perro,Mestizo,4,13.4,Pequeño,En Tratamiento,Medio,Si,6,240,9,102.84,93,Casper,True,2026-03-13
PAE-04020,Perro,Mestizo,16,1.0,Mediano,Excelente,Alto,Si,6,190,13,18.53,2,Salem,False,2026-06-14
PAE-04021,Perro,Poodle,12,12.0,Pequeño,Regular,Alto,No,2,10,3,55.61,39,Duke,True,2026-05-07
PAE-04022,Perro,Mestizo,4,20.5,Grande,Bueno,Bajo,No,2,339,6,85.64,90,Nala,True,2026-03-31
PAE-04023,Perro,Mestizo,27,16.0,Mediano,Bueno,Medio,No,3,153,13,67.11,46,Pelusa,True,2026-04-19
PAE-04024,Gato,Siamés,39,9.9,Pequeño,Bueno,Bajo,No,1,77,3,47.05,92,Apollo,False,2026-03-02
PAE-04025,Perro,Poodle,29,7.8,Mediano,Bueno,Medio,No,1,160,4,47.12,50,Tequila,False,2026-04-25
PAE-04026,Gato,Mestizo,9,16.8,Mediano,Bueno,Medio,No,2,211,1,80.28,47,Smokey,False,2026-05-15
PAE-04027,Perro,Bulldog,17,13.8,Mediano,Regular,Alto,No,2,139,12,62.61,8,Mia,True,2026-06-12
PAE-04028,Perro,Labrador,36,10.5,Pequeño,Excelente,Medio,Si,4,145,12,46.38,10,Sam,True,2026-05-31
PAE-04029,Perro,Mestizo,3,8.5,Grande,Excelente,Alto,Si,4,167,2,39.61,29,Oscar,True,2026-05-11
PAE-04030,Perro,Mestizo,27,12.5,Mediano,Excelente,Alto,No,3,236,4,52.3,53,Canela,False,2026-05-02
PAE-04031,Perro,Poodle,1,10.2,Pequeño,Bueno,Bajo,No,1,120,3,55.12,72,Canela,True,2026-03-27
PAE-04032,Perro,Mestizo,38,16.7,Mediano,Regular,Medio,Si,4,233,2,74.33,75,Oscar,True,2026-03-19
PAE-04033,Perro,Mestizo,12,19.4,Mediano,Regular,Bajo,Si,4,61,1,82.09,97,Mia,True,2026-03-11
PAE-04034,Gato,Mestizo,44,3.8,Grande,Bueno,Medio,No,1,400,11,32.73,56,Oscar,True,2026-04-25
PAE-04035,Perro,Mestizo,38,4.6,Mediano,Bueno,Medio,Si,4,307,8,33.31,44,Romeo,True,2026-05-03
PAE-04036,Gato,Mestizo,16,20.1,Mediano,Regular,Medio,No,5,172,1,73.11,63,Shadow,True,2026-04-29
PAE-04037,Gato,Mestizo,9,13.0,Pequeño,Bueno,Medio,Si,1,233,13,56.88,30,Molly,True,2026-05-17
PAE-04038,Gato,Mestizo,20,5.2,Grande,Bueno,Medio,Si,3,83,8,33.02,42,Tequila,False,2026-05-20
PAE-04039,Perro,Mestizo,15,17.9,Mediano,Bueno,Bajo,No,3,256,3,86.51,85,Oliver,True,2026-04-06
PAE-04040,Perro,Mestizo,13,14.1,Pequeño,Excelente,Alto,No,4,284,9,72.41,40,Manchas,False,2026-05-06
PAE-04041,Gato,Siamés,1,25.2,Pequeño,Excelente,Medio,No,3,226,8,92.26,36,Teddy,True,2026-05-11
PAE-04042,Perro,Labrador,11,10.6,Pequeño,Bueno,Medio,No,1,290,8,45.7,22,Bruno,False,2026-05-11
PAE-04043,Perro,Mestizo,4,18.7,Grande,Bueno,Alto,No,3,199,9,81.01,39,Tequila,True,2026-05-08
PAE-04044,Perro,Pastor Alemán,24,3.3,Pequeño,Excelente,Medio,No,3,189,4,29.73,39,Bailey,False,2026-04-24
PAE-04045,Perro,Mestizo,29,20.4,Mediano,Bueno,Medio,No,2,134,6,83.02,56,Bruno,True,2026-04-12
PAE-04046,Perro,Mestizo,26,17.7,Pequeño,Bueno,Alto,No,3,255,3,79.42,44,Bailey,True,2026-05-08
PAE-04047,Perro,Mestizo,22,21.6,Mediano,Excelente,Alto,Si,2,116,11,87.37,10,Romeo,True,2026-05-25
PAE-04048,Perro,Mestizo,7,18.7,Mediano,Bueno,Medio,No,5,241,10,77.36,20,Lola,True,2026-05-28
PAE-04049,Gato,Mestizo,20,11.4,Grande,En Tratamiento,Medio,No,1,230,9,94.34,105,Sophie,True,2026-03-01
PAE-04050,Perro,Mestizo,27,5.0,Mediano,Excelente,Medio,Si,2,334,3,25.57,53,Garfield,True,2026-05-06
PAE-04051,Gato,Mestizo,10,8.4,Grande,Regular,Alto,Si,4,258,0,41.83,51,Toby,False,2026-05-05
PAE-04052,Perro,Mestizo,19,1.4,Mediano,Bueno,Alto,No,3,24,9,25.67,29,Daisy,True,2026-05-18
PAE-04053,Gato,Mestizo,16,6.5,Pequeño,Regular,Bajo,No,2,133,13,40.07,87,Max,True,2026-03-28
PAE-04054,Perro,Bulldog,37,14.6,Pequeño,Bueno,Bajo,Si,4,131,8,67.3,66,Molly,True,2026-04-09
PAE-04055,Gato,Siamés,28,11.7,Mediano,Bueno,Medio,Si,3,126,9,54.57,29,Duke,False,2026-05-31
PAE-04056,Perro,Mestizo,25,10.7,Grande,Regular,Bajo,No,2,296,7,54.42,121,Sophie,False,2026-02-23
PAE-04057,Gato,Mestizo,1,7.2,Grande,Bueno,Medio,No,4,10,8,37.98,51,Bella,True,2026-04-22
PAE-04058,Perro,Mestizo,20,1.4,Pequeño,Regular,Alto,Si,5,342,0,15.77,36,Charlie,False,2026-05-08
PAE-04059,Gato,Mestizo,16,13.1,Pequeño,Bueno,Alto,No,2,299,1,63.48,39,Felix,True,2026-04-24
PAE-04060,Gato,Persa,16,14.3,Pequeño,En Tratamiento,Bajo,Si,1,218,10,107.12,112,Dexter,False,2026-02-13
PAE-04061,Perro,Mestizo,1,6.1,Grande,Regular,Medio,No,5,234,14,30.84,60,Sparky,False,2026-04-08
PAE-04062,Perro,Mestizo,4,8.8,Grande,En Tratamiento,Bajo,No,4,207,7,92.96,144,Daisy,True,2026-02-07
PAE-04063,Gato,Mestizo,17,21.3,Mediano,Bueno,Bajo,No,1,215,7,82.6,65,Salem,True,2026-04-09
PAE-04064,Perro,Mestizo,31,19.0,Mediano,Bueno,Medio,No,2,312,14,83.29,42,Manchas,True,2026-05-14
PAE-04065,Gato,Mestizo,10,3.1,Mediano,Regular,Alto,Si,5,177,0,27.86,50,Thor,True,2026-05-04
PAE-04066,Perro,Mestizo,13,11.5,Mediano,Regular,Alto,No,3,260,9,48.79,43,Oscar,False,2026-05-13
PAE-04067,Perro,Mestizo,39,20.7,Pequeño,En Tratamiento,Alto,Si,4,112,4,126.46,111,Sam,True,2026-02-27
PAE-04068,Gato,Angora,14,10.7,Mediano,Bueno,Alto,No,2,253,5,58.98,13,Duke,True,2026-06-15
PAE-04069,Perro,Mestizo,16,10.4,Pequeño,Regular,Medio,No,2,172,4,54.46,68,Max,False,2026-04-09
PAE-04070,Gato,Persa,16,18.6,Pequeño,Bueno,Alto,No,3,242,5,82.38,9,Manchas,True,2026-06-18
PAE-04071,Perro,Poodle,1,17.9,Grande,Bueno,Alto,No,2,113,14,78.81,5,Charlie,True,2026-06-11
PAE-04072,Perro,Labrador,24,17.6,Mediano,Bueno,Medio,Si,3,244,6,80.21,35,Sam,True,2026-05-09
PAE-04073,Perro,Mestizo,10,10.4,Mediano,Bueno,Medio,No,4,195,14,55.07,24,Sparky,True,2026-06-02
PAE-04074,Perro,Mestizo,17,16.0,Mediano,En Tratamiento,Medio,Si,3,356,10,111.9,91,Nala,True,2026-03-29
PAE-04075,Perro,Labrador,23,21.0,Mediano,Excelente,Medio,No,1,225,9,87.44,31,Salem,True,2026-05-07
PAE-04076,Perro,Mestizo,41,11.7,Mediano,Bueno,Medio,Si,4,249,5,53.76,43,Milo,True,2026-04-27
PAE-04077,Perro,Mestizo,2,9.6,Mediano,Bueno,Bajo,Si,10,155,2,51.4,66,Tequila,True,2026-04-19
PAE-04078,Perro,Mestizo,28,19.4,Mediano,Excelente,Alto,Si,1,231,5,83.68,48,Rex,True,2026-04-18
PAE-04079,Gato,Siamés,28,24.3,Mediano,Bueno,Alto,No,0,247,8,106.28,48,Mia,True,2026-05-08
PAE-04080,Perro,Pastor Alemán,10,24.7,Pequeño,Bueno,Bajo,Si,5,164,5,102.81,52,Scout,True,2026-04-13
PAE-04081,Perro,Mestizo,25,9.8,Pequeño,Bueno,Medio,No,2,156,5,49.32,69,Bruno,True,2026-04-20
PAE-04082,Perro,Mestizo,37,10.4,Mediano,Regular,Bajo,Si,3,119,4,55.33,112,Max,True,2026-02-20
PAE-04083,Perro,Bulldog,8,5.8,Pequeño,En Tratamiento,Alto,Si,3,192,10,84.52,64,Sasha,False,2026-04-28
PAE-04084,Perro,Mestizo,20,12.7,Mediano,Bueno,Bajo,No,5,134,0,65.59,103,Buster,True,2026-03-15
PAE-04085,Perro,Mestizo,22,5.6,Pequeño,Bueno,Bajo,No,3,229,14,35.47,69,Mia,True,2026-04-11
PAE-04086,Perro,Mestizo,24,8.8,Pequeño,Bueno,Medio,Si,3,120,4,56.21,41,Casper,False,2026-05-19
PAE-04087,Perro,Bulldog,27,16.2,Mediano,Regular,Alto,Si,4,187,10,76.35,28,Felix,True,2026-05-21
PAE-04088,Perro,Mestizo,19,14.3,Grande,Bueno,Bajo,No,4,105,0,75.67,96,Buster,True,2026-03-21
PAE-04089,Gato,Mestizo,24,1.1,Pequeño,Excelente,Bajo,No,5,314,7,19.4,83,Mia,True,2026-04-07
PAE-04090,Perro,Mestizo,7,21.4,Mediano,Bueno,Bajo,No,7,202,13,101.32,80,Luna,True,2026-03-15
PAE-04091,Perro,Bulldog,19,5.5,Mediano,En Tratamiento,Alto,Si,1,201,11,82.75,61,Pelusa,True,2026-04-02
PAE-04092,Perro,Pastor Alemán,12,6.2,Pequeño,Bueno,Bajo,No,3,259,12,31.7,47,Oscar,False,2026-04-17
PAE-04093,Perro,Mestizo,3,4.6,Mediano,Bueno,Alto,Si,3,377,0,26.22,15,Charlie,False,2026-06-12
PAE-04094,Gato,Angora,11,8.0,Mediano,En Tratamiento,Alto,No,5,208,14,86.63,52,Tiger,True,2026-04-29
PAE-04095,Perro,Mestizo,21,6.6,Mediano,Regular,Medio,No,3,50,7,36.62,66,Lola,True,2026-04-17
PAE-04096,Perro,Mestizo,23,6.8,Grande,Regular,Medio,No,3,318,3,40.38,71,Canela,True,2026-04-12
PAE-04097,Perro,Pastor Alemán,2,1.0,Pequeño,Bueno,Medio,No,4,64,2,27.29,41,Bruno,True,2026-05-09
PAE-04098,Perro,Mestizo,6,12.8,Pequeño,En Tratamiento,Medio,No,5,150,3,106.35,119,Coco,True,2026-02-17
PAE-04099,Perro,Mestizo,26,13.4,Grande,Regular,Alto,Si,2,319,13,56.84,39,Felix,True,2026-05-09
PAE-04100,Perro,Mestizo,24,25.5,Mediano,Regular,Medio,Si,3,166,12,106.32,74,Mia,False,2026-04-10
PAE-04101,Perro,Poodle,28,14.9,Mediano,Regular,Bajo,No,2,142,1,65.2,99,Shadow,True,2026-02-23
PAE-04102,Perro,Bulldog,34,9.0,Mediano,Regular,Alto,No,5,228,2,44.82,34,Teddy,True,2026-04-29
PAE-04103,Perro,Bulldog,24,4.8,Pequeño,Bueno,Medio,Si,3,200,3,30.85,39,Milo,True,2026-05-14
PAE-04104,Perro,Mestizo,13,11.4,Mediano,Bueno,Medio,No,5,130,8,53.14,42,Felix,True,2026-05-14
PAE-04105,Perro,Bulldog,19,14.7,Pequeño,Regular,Medio,No,4,287,9,59.95,37,Garfield,False,2026-05-10
PAE-04106,Perro,Mestizo,37,9.0,Pequeño,Bueno,Medio,No,4,322,1,46.91,57,Smokey,True,2026-04-24
PAE-04107,Gato,Mestizo,51,12.4,Pequeño,Bueno,Medio,No,4,338,2,66.99,63,Salem,True,2026-03-31
PAE-04108,Perro,Poodle,23,23.4,Grande,Bueno,Alto,No,1,255,11,100.85,23,Bella,False,2026-05-27
PAE-04109,Gato,Mestizo,24,9.7,Pequeño,Regular,Bajo,Si,4,129,12,42.99,87,Tiger,False,2026-04-04
PAE-04110,Perro,Mestizo,26,1.0,Mediano,Excelente,Medio,No,8,74,11,15.0,27,Duke,True,2026-06-01
PAE-04111,Perro,Mestizo,18,17.2,Grande,Regular,Medio,No,4,10,3,76.99,71,Romeo,True,2026-04-19
PAE-04112,Perro,Labrador,31,13.9,Mediano,Bueno,Medio,Si,4,303,2,66.49,37,Romeo,False,2026-05-14
PAE-04113,Perro,Mestizo,30,1.7,Mediano,Bueno,Medio,No,4,219,2,23.99,50,Oscar,False,2026-05-03
PAE-04114,Perro,Mestizo,22,14.6,Mediano,Bueno,Medio,No,5,158,8,66.54,40,Salem,True,2026-04-27
PAE-04115,Perro,Mestizo,14,6.0,Pequeño,Bueno,Medio,Si,3,10,4,30.87,41,Simba,False,2026-04-25
PAE-04116,Perro,Mestizo,1,14.6,Mediano,Bueno,Medio,Si,2,81,14,74.58,15,Jasper,True,2026-06-12
PAE-04117,Gato,Siamés,26,23.4,Mediano,Bueno,Medio,Si,4,23,10,96.43,35,Toby,True,2026-04-29
PAE-04118,Perro,Mestizo,20,10.9,Grande,Excelente,Alto,No,2,344,8,50.69,45,Apollo,False,2026-04-30
PAE-04119,Perro,Mestizo,9,18.5,Grande,En Tratamiento,Medio,No,4,263,5,127.22,119,Nala,True,2026-02-23
PAE-04120,Perro,Labrador,4,4.6,Grande,Excelente,Bajo,No,2,69,9,28.68,68,Sophie,True,2026-04-12
PAE-04121,Perro,Bulldog,25,2.9,Grande,Regular,Alto,No,4,363,7,19.43,47,Romeo,False,2026-05-02
PAE-04122,Perro,Mestizo,1,24.1,Mediano,Bueno,Alto,No,4,127,0,96.93,31,Jasper,False,2026-05-26
PAE-04123,Perro,Mestizo,21,13.8,Mediano,Bueno,Alto,No,4,234,12,64.68,11,Oscar,False,2026-05-25
PAE-04124,Gato,Angora,28,15.8,Grande,Bueno,Bajo,No,0,235,7,76.92,90,Shadow,True,2026-04-02
PAE-04125,Gato,Mestizo,24,18.9,Mediano,Regular,Bajo,Si,6,190,0,72.17,107,Sasha,False,2026-03-14
PAE-04126,Perro,Pastor Alemán,13,8.8,Grande,Regular,Medio,No,3,169,13,48.04,41,Salem,True,2026-05-13
PAE-04127,Perro,Mestizo,3,17.0,Mediano,Regular,Bajo,No,1,203,8,78.53,95,Thor,True,2026-03-24
PAE-04128,Gato,Mestizo,25,16.0,Mediano,Excelente,Medio,Si,2,172,2,73.18,69,Casper,True,2026-04-22
PAE-04129,Perro,Mestizo,32,4.2,Mediano,Regular,Bajo,No,0,224,12,32.98,84,Teddy,False,2026-03-28
PAE-04130,Perro,Mestizo,11,21.1,Grande,Bueno,Medio,No,3,228,8,95.84,48,Rocky,False,2026-05-03
PAE-04131,Perro,Bulldog,24,19.8,Pequeño,Excelente,Alto,No,3,147,7,89.16,26,Mia,False,2026-06-02
PAE-04132,Perro,Pastor Alemán,36,4.3,Mediano,Bueno,Medio,No,3,310,6,28.06,30,Sparky,True,2026-05-08
PAE-04133,Perro,Pastor Alemán,22,13.2,Mediano,Bueno,Medio,Si,1,116,11,65.99,16,Buster,True,2026-05-20
PAE-04134,Perro,Bulldog,13,10.6,Pequeño,Bueno,Medio,No,4,239,0,52.96,39,Leo,True,2026-05-02
PAE-04135,Perro,Bulldog,30,20.5,Mediano,Regular,Medio,Si,3,166,6,90.71,55,Mia,True,2026-04-22
PAE-04136,Perro,Labrador,9,3.5,Mediano,Bueno,Medio,Si,5,113,1,21.13,19,Toby,True,2026-05-15
PAE-04137,Perro,Bulldog,2,33.6,Mediano,Bueno,Medio,No,1,172,1,131.78,50,Bruno,True,2026-05-02
PAE-04138,Perro,Mestizo,27,11.0,Pequeño,Excelente,Alto,No,1,133,8,56.35,29,Buster,False,2026-05-21
PAE-04139,Perro,Mestizo,13,16.4,Mediano,Regular,Bajo,No,4,265,13,71.87,88,Felix,True,2026-04-04
PAE-04140,Perro,Labrador,14,20.3,Mediano,Bueno,Bajo,No,3,190,8,88.8,53,Nala,False,2026-04-18
PAE-04141,Perro,Bulldog,10,10.8,Mediano,Bueno,Bajo,No,3,336,11,59.6,53,Shadow,True,2026-05-07
PAE-04142,Perro,Labrador,12,11.3,Pequeño,Regular,Medio,No,3,104,0,53.22,60,Max,True,2026-04-13
PAE-04143,Perro,Bulldog,34,9.0,Grande,Bueno,Medio,No,5,10,10,50.86,38,Leo,True,2026-05-01
PAE-04144,Gato,Mestizo,37,6.7,Mediano,Bueno,Medio,Si,5,239,6,33.26,36,Max,True,2026-05-20
PAE-04145,Gato,Siamés,39,13.6,Mediano,Bueno,Alto,Si,4,372,4,66.51,13,Oscar,True,2026-05-31
PAE-04146,Perro,Pastor Alemán,31,11.2,Mediano,Bueno,Alto,No,4,248,5,46.0,9,Bailey,True,2026-06-13
PAE-04147,Perro,Mestizo,23,8.9,Mediano,Regular,Medio,No,3,105,11,47.29,65,Thor,True,2026-04-16
PAE-04148,Perro,Pastor Alemán,1,9.3,Mediano,Bueno,Bajo,Si,1,97,0,48.35,71,Charlie,True,2026-04-06
PAE-04149,Perro,Mestizo,15,15.5,Mediano,Excelente,Alto,Si,4,402,5,77.71,19,Thor,True,2026-06-05
PAE-04150,Gato,Mestizo,43,7.2,Mediano,Bueno,Bajo,Si,3,162,10,37.82,65,Scout,True,2026-04-04
PAE-04151,Perro,Bulldog,12,10.5,Mediano,Bueno,Medio,No,1,98,13,41.84,12,Jasper,True,2026-06-08
PAE-04152,Perro,Mestizo,36,17.4,Mediano,Regular,Medio,Si,5,319,0,78.5,75,Dexter,True,2026-04-04
PAE-04153,Perro,Mestizo,18,13.5,Pequeño,Bueno,Alto,Si,2,185,11,57.13,18,Tiger,True,2026-05-20
PAE-04154,Perro,Mestizo,1,5.7,Mediano,Bueno,Medio,No,5,10,3,35.26,26,Felix,True,2026-05-30
PAE-04155,Perro,Mestizo,25,11.9,Pequeño,Regular,Bajo,No,3,408,1,53.2,110,Buster,True,2026-02-28
PAE-04156,Perro,Mestizo,33,14.6,Pequeño,Regular,Medio,No,5,258,1,65.15,72,Apollo,True,2026-03-22
PAE-04157,Perro,Mestizo,17,17.9,Grande,Regular,Medio,No,3,48,0,67.04,93,Luna,False,2026-03-19
PAE-04158,Gato,Angora,32,7.5,Mediano,Bueno,Alto,Si,2,339,6,32.49,6,Jasper,True,2026-06-22
PAE-04159,Gato,Mestizo,1,8.6,Mediano,Regular,Alto,No,1,95,12,47.18,37,Smokey,True,2026-05-17
PAE-04160,Perro,Mestizo,1,7.8,Mediano,Excelente,Alto,No,4,89,10,41.68,12,Luna,True,2026-05-22
PAE-04161,Perro,Pastor Alemán,20,8.1,Grande,Excelente,Medio,No,3,110,1,37.72,54,Shadow,True,2026-04-16
PAE-04162,Perro,Pastor Alemán,23,14.4,Mediano,Excelente,Medio,No,1,393,6,62.74,38,Toby,True,2026-04-30
PAE-04163,Perro,Poodle,34,15.6,Mediano,Regular,Medio,No,5,404,1,71.94,72,Teddy,False,2026-04-13
PAE-04164,Perro,Mestizo,25,18.3,Mediano,Excelente,Alto,Si,4,145,6,77.68,37,Apollo,True,2026-04-30
PAE-04165,Perro,Mestizo,3,11.5,Grande,Bueno,Bajo,No,3,370,12,57.26,68,Teddy,True,2026-04-13
PAE-04166,Perro,Mestizo,20,3.6,Grande,Bueno,Bajo,Si,3,10,13,23.11,42,Smokey,True,2026-04-27
PAE-04167,Perro,Mestizo,25,16.0,Grande,Bueno,Alto,No,2,291,3,73.8,64,Max,True,2026-04-02
PAE-04168,Perro,Poodle,1,13.0,Pequeño,Regular,Medio,No,3,336,8,59.15,42,Lucy,True,2026-05-14
PAE-04169,Perro,Mestizo,17,12.4,Pequeño,Bueno,Alto,No,5,350,0,60.17,27,Salem,True,2026-05-07
PAE-04170,Perro,Labrador,13,4.3,Pequeño,Bueno,Bajo,No,1,207,2,31.51,67,Lola,True,2026-04-07
PAE-04171,Perro,Mestizo,10,10.8,Pequeño,Regular,Medio,No,4,256,4,50.87,49,Lucy,False,2026-04-22
PAE-04172,Gato,Mestizo,23,4.8,Grande,Excelente,Bajo,No,4,128,6,30.16,77,Sophie,True,2026-03-24
PAE-04173,Perro,Mestizo,4,14.9,Pequeño,Regular,Alto,No,2,202,6,66.36,58,Oreo,False,2026-04-29
PAE-04174,Perro,Bulldog,23,9.4,Pequeño,Regular,Medio,No,3,183,5,51.39,54,Jasper,True,2026-04-16
PAE-04175,Gato,Mestizo,24,8.9,Pequeño,En Tratamiento,Alto,No,3,177,4,99.73,116,Max,False,2026-03-01
PAE-04176,Gato,Mestizo,31,2.8,Pequeño,Regular,Medio,No,4,313,12,20.77,55,Dexter,True,2026-04-29
PAE-04177,Perro,Mestizo,4,18.2,Pequeño,Bueno,Medio,No,1,221,11,83.4,43,Nala,True,2026-05-16
PAE-04178,Gato,Mestizo,1,10.4,Mediano,Bueno,Alto,No,1,369,4,50.25,41,Sophie,False,2026-05-16
PAE-04179,Perro,Labrador,21,12.5,Mediano,Excelente,Medio,No,0,224,3,58.31,45,Coco,True,2026-04-18
PAE-04180,Perro,Mestizo,14,7.6,Pequeño,Bueno,Medio,No,3,419,8,42.98,41,Thor,False,2026-05-12
PAE-04181,Perro,Mestizo,52,2.1,Mediano,Excelente,Bajo,No,1,322,14,20.07,54,Luna,False,2026-04-27
PAE-04182,Perro,Bulldog,23,8.8,Mediano,Bueno,Medio,No,5,191,7,44.04,25,Mia,True,2026-05-23
PAE-04183,Perro,Mestizo,18,9.8,Pequeño,Regular,Bajo,No,7,217,14,58.55,73,Milo,True,2026-03-29
PAE-04184,Perro,Mestizo,15,13.8,Mediano,Bueno,Bajo,Si,5,116,11,63.57,47,Buster,True,2026-04-28
PAE-04185,Perro,Mestizo,3,9.9,Mediano,Bueno,Bajo,No,5,216,8,52.02,74,Smokey,False,2026-04-02
PAE-04186,Perro,Mestizo,24,7.7,Mediano,Bueno,Bajo,No,2,101,6,51.01,93,Oreo,False,2026-03-05
PAE-04187,Perro,Mestizo,17,3.0,Mediano,Bueno,Bajo,Si,5,333,10,34.37,56,Lucy,True,2026-04-22
PAE-04188,Perro,Labrador,17,12.3,Pequeño,En Tratamiento,Medio,No,1,165,12,102.14,79,Simba,True,2026-03-21
PAE-04189,Perro,Labrador,19,7.2,Grande,Bueno,Alto,No,2,235,10,36.39,2,Simba,True,2026-06-02
PAE-04190,Perro,Mestizo,20,19.9,Grande,Bueno,Medio,No,3,10,4,79.37,77,Milo,True,2026-03-26
PAE-04191,Gato,Mestizo,1,12.9,Grande,Bueno,Medio,No,1,173,13,54.27,33,Manchas,True,2026-05-28
PAE-04192,Gato,Mestizo,28,15.4,Pequeño,Excelente,Bajo,No,1,162,10,66.67,83,Mia,False,2026-04-02
PAE-04193,Perro,Mestizo,7,10.5,Grande,Bueno,Medio,No,3,292,9,46.27,53,Bella,True,2026-04-21
PAE-04194,Perro,Bulldog,16,13.2,Grande,Regular,Medio,Si,5,252,1,60.91,67,Salem,False,2026-04-11
PAE-04195,Perro,Mestizo,33,6.7,Grande,Excelente,Medio,No,2,301,3,34.71,75,Pelusa,True,2026-04-09
PAE-04196,Perro,Mestizo,39,4.9,Pequeño,Excelente,Bajo,No,5,244,5,30.57,94,Salem,True,2026-03-19
PAE-04197,Perro,Bulldog,1,12.1,Mediano,Bueno,Alto,No,3,323,7,56.82,11,Buster,True,2026-06-18
PAE-04198,Perro,Mestizo,18,15.4,Grande,Regular,Medio,No,2,241,10,67.38,61,Romeo,False,2026-04-24
PAE-04199,Perro,Mestizo,21,1.0,Mediano,Regular,Medio,Si,3,62,4,15.0,40,Manchas,True,2026-04-29
PAE-04200,Perro,Poodle,1,9.0,Mediano,Bueno,Alto,No,7,190,8,48.29,5,Lucy,True,2026-06-26
PAE-04201,Gato,Mestizo,27,23.1,Grande,Bueno,Alto,No,4,196,3,101.84,67,Lucy,True,2026-03-31
PAE-04202,Perro,Bulldog,19,14.9,Mediano,Regular,Medio,Si,5,10,5,73.1,60,Tiger,False,2026-04-22
PAE-04203,Perro,Mestizo,20,21.2,Mediano,Regular,Bajo,No,2,98,3,93.58,103,Tequila,True,2026-02-24
PAE-04204,Gato,Mestizo,6,8.2,Mediano,Regular,Alto,No,3,404,5,42.32,44,Canela,True,2026-05-11
PAE-04205,Perro,Mestizo,22,9.3,Grande,Regular,Medio,No,2,172,9,44.23,68,Lucy,False,2026-03-31
PAE-04206,Perro,Mestizo,28,17.8,Pequeño,Bueno,Bajo,No,5,189,13,80.83,67,Romeo,False,2026-04-08
PAE-04207,Perro,Mestizo,19,15.7,Mediano,Bueno,Bajo,Si,3,10,2,71.73,72,Toby,True,2026-03-26
PAE-04208,Perro,Labrador,11,11.4,Mediano,Regular,Bajo,No,3,65,10,58.55,78,Toby,True,2026-04-13
PAE-04209,Perro,Mestizo,12,4.4,Mediano,En Tratamiento,Medio,Si,3,248,7,84.72,98,Sasha,True,2026-03-02
PAE-04210,Perro,Mestizo,20,18.9,Mediano,Excelente,Bajo,No,1,153,13,81.18,64,Thor,True,2026-04-20
PAE-04211,Perro,Mestizo,18,27.1,Grande,Excelente,Alto,No,4,89,3,105.93,46,Pelusa,True,2026-05-06
PAE-04212,Perro,Pastor Alemán,28,2.6,Grande,En Tratamiento,Medio,No,7,329,6,66.35,125,Milo,True,2026-02-25
PAE-04213,Perro,Bulldog,12,20.4,Pequeño,Bueno,Medio,No,2,129,9,87.18,26,Salem,True,2026-05-08
PAE-04214,Perro,Pastor Alemán,3,9.2,Mediano,Regular,Alto,Si,3,69,7,44.31,9,Jack,True,2026-06-03
PAE-04215,Perro,Mestizo,22,10.0,Pequeño,Bueno,Medio,No,1,204,8,53.73,57,Lola,True,2026-04-06
